# emoji	category	en keywords	bn keywords	parent	name
🪤	objects	bait,cheese,lure,mouse,mousetrap,snare,trap,mouse trap	ইঁদুর ধরার কল,ইঁদুর ধরার ফাঁদ,চিজ,টোপ,পনির,প্রলোভন,ফাঁদ,ফাঁদে ধরা,ফাঁদে ফেলা,শিকার		mouse trap
🪒	objects	razor,sharp,shave	ক্ষুর,জিনিস,দাড়ি কামানো,দাড়ি কামানো জন্য,দাড়ি কামানোর জন্য,ধারাল,রেজর,সরঞ্জাম		razor
🧴	objects	bottle,lotion,moisturizer,shampoo,sunscreen,lotion bottle,soap,skincare	ময়শ্চারাইজার,লোশন,লোশন বোতল,লোশনের বোতল,শ্যাম্পু,সানস্ক্রিন,বোতল		lotion bottle
🧷	objects	diaper,pin,punk,rock,safety,safety pin	ডাইপার,নিরাপত্তা পিন,পাঙ্ক রক,পিন,সেফটি পিন		safety pin
🧹	objects	broom,cleaning,sweeping,witch,sweep,clean	জাদুকরী,ঝাড়ু,ঝাড়ু দেওয়া,ঝাড়ু দেত্তয়া,ডাইনি,ডাইনী,পরিস্কার করা,সাফাই,ঝাড়ু,পরিষ্কার,ঝাঁট		broom
🧺	objects	basket,farming,laundry,picnic	কৃষি,কৃষি কাজ,ঝুড়ি,টুকরি,ডালা,পিকনিক,বনভোজন,লন্ড্রি,ঝুড়ি,কাপড়		basket
🧻	objects	paper,roll,toilet,towels,roll of paper,of,toilet paper,tissue	কাগজ,কাগজের তোয়ালে,কাগজের রোল,টয়লেট টিস্যু,টয়লেট পেপার,টিস্যু,পেপার,টয়লেট পেপার		roll of paper
🪣	objects	bucket,cask,pail,vat	চৌবাচ্চা,জলপাত্র,পিপা,বালতি		bucket
🧼	objects	bar,bathing,clean,cleaning,lather,soap,soapdish,wash,hygiene	গোসল,পরিষ্কার,বার,সাবান,সাবানদানি,সাবানের ফেনা,স্নান,ধোয়া		soap
🫧	objects	bubble,bubbles,burp,clean,floating,pearl,soap,underwater	জলের নীচে,ঢেঁকুর,পরিষ্কার,বুদবুদ,ভাসমান,সাবান		bubbles
🪥	objects	bathroom,brush,clean,dental,hygiene,teeth,toiletry,toothbrush	টুথ ব্রাশ,দন্ত,দাঁত,পরিষ্কার,বাথরুম,ব্রাশ,স্বাস্থ্যবিধি,টুথব্রাশ		toothbrush
🧽	objects	absorbing,cleaning,porous,soak,sponge,clean,absorb	ছিদ্রময়,জবজবে,পরিষ্কার,ভিজে যাওয়া,ভেজানো,শুষে নেওয়া,শোষক,সাফাই,স্পঞ্জ		sponge
🧯	objects	extinguish,extinguisher,fire,quench,fire extinguisher,safety,emergency	অগ্নি নির্বাপক,আগুন,নির্বাপণ,নেভান,অগ্নিনির্বাপক,নিরাপত্তা		fire extinguisher
🛒	objects	cart,shopping,trolley,shopping cart,buy,store,shop	কার্ট,ট্রলি,শপিং,শপিং কার্ট,কেনাকাটা,বাজার,দোকান		shopping cart
🚬	objects	cigarette,smoking,smoke,tobacco	ধুম্রপান,ধূমপান,সিগারেট,ধোঁয়া		cigarette
⚰️	objects	coffin,dead,death,vampire,funeral,burial	কফিন,মৃত্যু,দাফন		coffin
🪦	objects	cemetery,dead,grave,graveyard,headstone,memorial,rip,tomb,tombstone	কবর,কবরখানা,কবরস্থান,কবরের শীর্ষদেশের পাথর,কবরের শীর্ষের পাথর,সমাধিপ্রস্তর,স্মৃতির ফলক		headstone
⚱️	objects	ashes,death,funeral,urn,funeral urn	অন্তেষ্ট্যি ক্রিয়াকর্মের পাত্র,অন্ত্যেষ্টিক্রিয়া,অন্ত্যেষ্টিক্রিয়ার ছাই,পাত্র,মৃত্যু		funeral urn
🧿	objects	amulet,bead,blue,charm,evil-eye,nazar,talisman,nazar amulet	অক্ষ,কবচ,কুদৃষ্টি,কুনজর,জাদু,নজর,নজর আমুলেট,নীল,ফোঁটা,বিন্দু		nazar amulet
🪬	objects	amulet,fatima,fortune,guide,hamsa,hand,mary,miriam,palm,protect,protection	অ্যামুলেট,গাইড,ফতিমা,মিরিয়াম,মেরি,সুরক্ষা,হাত,হামসা		hamsa
🗿	objects	face,moai,moyai,statue,stoneface,travel	মুখ,মূর্তি,মোআই,মোয়াই		moai
🪧	objects	card,demonstration,notice,picket,placard,plaque,protest,sign	চিহ্ন,প্রতিবাদ,প্রদর্শন,প্ল্যাকার্ড,ফাঁড়ি,বিজ্ঞপ্তি		placard
🪪	objects	card,credentials,document,id,identification,license,security,identification card	আইডি,ডকুমেন্ট,পরিচয় পত্র,লাইসেন্স,শংসাপত্র,সনাক্তকরণ কার্ড,সুরক্ষা		identification card
🏧	symbols	atm,automated,bank,cash,money,sign,teller,atm sign	এটিএম,এটিএম চিহ্ন,টেলার,ব্যাংক,ব্যাঙ্ক,স্বয়ংক্রিয়		ATM sign
🚮	symbols	bin,litter,litterbin,sign,litter in bin sign,in	জঞ্জাল,জঞ্জাল বাক্স,বিন চিহ্নে লিটার,ময়লা		litter in bin sign
🚰	symbols	drinking,potable,water,potable water	জল,জিনিস,ট্যাপ,পান করা,পানি,পানীয়,পেয় জল		potable water
♿	symbols	access,handicap,symbol,wheelchair,wheelchair symbol	অ্যাক্সেস,প্রবেশ,হুইলচেয়ার		wheelchair symbol
🚹	symbols	bathroom,lavatory,man,men’s,restroom,room,toilet,wc,men’s room	পুরুষ,পুরুষদের কক্ষ,রেস্টরুম,শৌচাগার		men’s room
🚺	symbols	bathroom,lavatory,restroom,room,toilet,wc,woman,women’s,women’s room	নারী,মহিলাদের কক্ষ,রেস্টরুম,শৌচাগার		women’s room
🚻	symbols	bathroom,lavatory,restroom,toilet,wc	আরামের কক্ষ,শৌচাগার		restroom
🚼	symbols	baby,changing,symbol,baby symbol	চিহ্ন,চেঞ্জিং,শিশু,শিশুর কাপড় বদলানোর চিহ্ন,শিশুর চিহ্ন		baby symbol
🚾	symbols	bathroom,closet,lavatory,restroom,toilet,water,wc,water closet	জল,বাথরুম,রেস্টরুম		water closet
🛂	symbols	control,passport,passport control	নিয়ন্ত্রণ,পাসপোর্ট,পাসপোর্ট নিয়ন্ত্রণ		passport control
🛃	symbols	customs,packing	কাস্টম,কাস্টমস,প্যাকিং		customs
🛄	symbols	arrived,baggage,bags,case,checked,claim,journey,packing,plane,ready,travel,trip,baggage claim	জিনিসপত্র দাবি করা,দাবি,ব্যাগেজ,ভ্রমণ		baggage claim
🛅	symbols	baggage,case,left,locker,luggage,left luggage	ব্যাগেজ,মালপত্র,মালপত্র ছেড়ে যাওয়া,লকার,লাগেজ		left luggage
⚠️	symbols	caution,warning,alert,danger	ধূমপান,সতর্কতা,সাবধান,বিপদ		warning
🚸	symbols	child,children,crossing,pedestrian,traffic,children crossing	ট্রাফিক,পথচারী,পারাপার,শিশুরা ক্রস করছে,সন্তান		children crossing
⛔	symbols	do,entry,fail,forbidden,no,not,pass,prohibited,traffic,no entry	ট্রাফিক,নয়,না,নিষিদ্ধ,নিষিদ্ধ থাকা,নো এন্ট্রি,প্রবেশ,প্রবেশ নিষেধ		no entry
🚫	symbols	entry,forbidden,no,not,prohibited,smoke,banned,stop	নয়,না,নিষিদ্ধ,প্রবেশ,বন্ধ		prohibited
🚳	symbols	bicycle,bicycles,bike,forbidden,no,not,prohibited,no bicycles	নয়,না,নিষিদ্ধ,নিষিদ্ধ থাকা,বাইক,বাইসাইকেল,যানবাহন,সাইকেল,সাইকেল চালানো যাবে না,বাইসাইকেল নিষিদ্ধ		no bicycles
🚭	symbols	forbidden,no,not,prohibited,smoke,smoking,no smoking	ধূমপান,ধূমপান করবেন না,নয়,না,নিষিদ্ধ,নিষিদ্ধ থাকা		no smoking
🚯	symbols	forbidden,litter,littering,no,not,prohibited,no littering	আবর্জনা ছড়াবেন না,আবর্জনা ফেলবেন না,জঞ্জাল,নয়,না,নিষিদ্ধ,নিষিদ্ধ থাকা		no littering
🚱	symbols	dry,non-drinking,non-potable,prohibited,water,non-potable water	জল,জল পান করার উপযুক্ত নয়,নিষিদ্ধ,পেয় জল নয়		non-potable water
🚷	symbols	forbidden,no,not,pedestrian,pedestrians,prohibited,no pedestrians	নয়,না,নিষিদ্ধ,নিষিদ্ধ থাকা,পথচারী,যাত্রী পারাপার নিষেধ		no pedestrians
📵	symbols	cell,forbidden,mobile,no,not,phone,phones,prohibited,telephone,no mobile phones	কোনো মোবাইল ফোন নেই,টেলিফোন,না,নিষিদ্ধ,ফোন,মোবাইল,মোবাইলের অনুমতি নেই,সেল		no mobile phones
🔞	symbols	18,age,eighteen,forbidden,no,not,one,prohibited,restriction,underage,no one under eighteen,under,adult,restricted	18,অপরিণত,আঠারো,আঠারোর উপরে নয়,আঠারোর মধ্যে কেউ নেই,নিষিদ্ধ,বয়স সীমা,প্রাপ্তবয়স্ক		no one under eighteen
☢️	symbols	radioactive,sign,nuclear,danger	চিহ্ন,রেডিওঅ্যাকটিভ,তেজস্ক্রিয়,পারমাণবিক,বিপদ		radioactive
☣️	symbols	biohazard,sign,danger,toxic	চিহ্ন,বায়োহ্যাজার্ড,বিপদজনক,জৈব বিপদ,বিষাক্ত		biohazard
⬆️	symbols	arrow,cardinal,direction,north,up,up arrow,increase	উত্তর,উপরে তীর,উপরের দিকে তীর,তীর,দিক,দিকনির্দেশ,পরিমাণবাচক,উপরে,বৃদ্ধি		up arrow
↗️	symbols	arrow,direction,intercardinal,northeast,up-right,up-right arrow	আন্তঃ দিগনির্ণয়,উত্তর-পূর্ব,উপরে ডানদিকে তীর,উপরে ডানে তীর,তীর,দিক		up-right arrow
